"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Molecular Species";"Molecular Formula";"Smiles";"Inchi Key"
"CHEMBL460291";"LACIDIPINE";"3,3'-IMINOBISPROPYLAMINE|3,3'-IMINODIPROPYLAMINE|4-AZAHEPTAMETHYLENEDIAMINE|CALDINE|DIPROPYLAMINE, 3,3'-DIAMINO-|DIPROPYLENETRIAMINE|GR 43659X|GR-43659X|LACIDIPINE|MOLAP|MOTENS|NSC-7773";"Small molecule";"4";"455.55";"142";"884";"4.40";"90.93";"7";"1";"0";"7";"N";"0.37";"None";"None";"4.19";"4.19";"1";"MOL";"0";"33";"7";"1";"0";"455.2308";"NEUTRAL";"C26H33NO6";"CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccccc1/C=C/C(=O)OC(C)(C)C";"GKQPCPXONLDCMU-CCEZHUSRSA-N"
"CHEMBL1513";"IRBESARTAN";"APROVEL|Avapro|BMS-186295|IFIRMASTA|IRBESARTAN|IRBESARTAN BMS|IRBESARTAN TEVA|IRBESARTAN ZENTIVA|KARVEA|NSC-758696|SABERVEL|SARBEVEL|SR 47436|SR-47436";"Small molecule";"4";"428.54";"153";"704";"4.78";"87.13";"5";"1";"0";"7";"N";"0.59";"5.85";"4.12";"5.39";"4.23";"3";"MOL";"0";"32";"7";"1";"0";"428.2325";"ACID";"C25H28N6O";"CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1";"YOSHYTLCDANDAN-UHFFFAOYSA-N"
"CHEMBL157101";"KETOCONAZOLE";"DAKTARIN GOLD|DAKTARIN INTENSIV|DANDRAZOL|DANDRID|EXTINA|J02AB02|KETOCONAZOLE|KETOCONAZOLUM|KETOPINE|Ketosidin|Ketozole|NIZORAL A-D|NIZORAL ANTI-DANDRUFF|NIZORELLE|NSC-317629|Nizoral|Panfungol|R 41,400|R-41400|Xolegel";"Small molecule";"4";"531.44";"472";"5758";"4.21";"69.06";"7";"0";"1";"7";"N";"0.46";"None";"6.42";"4.19";"4.16";"3";"MOL";"0";"36";"8";"0";"1";"530.1488";"NEUTRAL";"C26H28Cl2N4O4";"CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1";"XMAYWYJOQHXEEK-UHFFFAOYSA-N"
"CHEMBL163";"RITONAVIR";"A-84538|ABBOTT-84538|ABT-538|EMPETUS|NSC-693184|Norvir|RITOMUNE|RITONAVIR|RITONAVIR RELATED COMPOUNDS MIXTURE|RITONAVIRUM|RITOVIR|VIEKIRAX|VIRITON";"Small molecule";"4";"720.96";"200";"1444";"5.91";"145.78";"9";"4";"2";"17";"N";"0.11";"13.68";"2.84";"5.22";"5.22";"4";"MOL";"0";"50";"11";"4";"3";"720.3128";"NEUTRAL";"C37H48N6O5S2";"CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1";"NCDNCNXCDXHOMX-XGKFQTDJSA-N"
"CHEMBL4297243";"EMIPLACEL";"EMIPLACEL|PLX-PAD|PLXPAD";"Cell";"3";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SEQ";"0";"";"";"";"";"";"";"";"";""
"CHEMBL1357";"SODIUM LACTATE";"COMPOUND SOLUTION OF SODIUM LACTATE|E-325|E325|INS NO.325|INS-325|NATRUM LACTICUM|NSC-31718|SOD LACT CO|SODIUM (LACTATE) ANHYDROUS|SODIUM DL-LACTATE|SODIUM LACTATE|SODIUM LACTATE SOLUTION|Sodium Lactate";"Small molecule";"4";"112.06";"11";"14";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"112.0136";"None";"C3H5NaO3";"CC(O)C(=O)[O-].[Na+]";"NGSFWBMYFKHRBD-UHFFFAOYSA-M"
"CHEMBL772";"RESERPINE";"APOPLON|ENT-50146|HISERPIA|NSC-237659|NSC-59272|RESERPINE|RESERPINUM|Rau-Sed|Reserpine|SERPALAN|SERPANRAY|SERPATE|SERPIVITE|Sandril|Serpasil";"Small molecule";"4";"608.69";"279";"981";"4.17";"117.78";"10";"1";"1";"8";"N";"0.37";"None";"7.02";"3.53";"3.38";"3";"MOL";"0";"44";"11";"1";"2";"608.2734";"NEUTRAL";"C33H40N2O9";"COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC";"QEVHRUUCFGRFIF-MDEJGZGSSA-N"
"CHEMBL1201570";"ANAKINRA";"ALTA-2530|ALTA2530|AMG-719|ANAKINRA|Antril|INTERLEUKIN-1 RECEPTOR ANTAGONIST ANAKINRA|KINERET|OSP-101";"Protein";"4";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SEQ";"0";"";"";"";"";"";"";"";"";""
"CHEMBL1200862";"METYROSINE";"Demser|L-588357-0|METIROSINE|METYROSINE|MK-781|RACEMETIROSINE, (S)-";"Small molecule";"4";"195.22";"120";"328";"0.74";"83.55";"3";"3";"0";"3";"N";"0.66";"2.06";"9.93";"-1.06";"-1.06";"1";"MOL";"0";"14";"4";"4";"0";"195.0895";"ZWITTERION";"C10H13NO3";"C[C@](N)(Cc1ccc(O)cc1)C(=O)O";"NHTGHBARYWONDQ-JTQLQIEISA-N"
"CHEMBL3544967";"GSK-2256098";"GSK-2256098|GSK2256098";"Small molecule";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";""
"CHEMBL2106561";"CADRALAZINE";"CADRAL|CADRALAZINE";"Small molecule";"0";"283.33";"3";"8";"0.76";"99.61";"7";"3";"0";"7";"N";"0.64";"12.88";"3.37";"1.23";"1.23";"1";"MOL";"0";"20";"8";"3";"0";"283.1644";"NEUTRAL";"C12H21N5O3";"CCOC(=O)NNc1ccc(N(CC)CC(C)O)nn1";"QLTVVOATEHFXLT-UHFFFAOYSA-N"
"CHEMBL1201115";"ESMOLOL HYDROCHLORIDE";"ASL-8052|Brevibloc|ESMOLOL HCL|ESMOLOL HYDROCHLORIDE";"Small molecule";"4";"331.84";"12";"26";"1.53";"67.79";"5";"2";"0";"9";"N";"0.68";"None";"9.67";"1.82";"-0.40";"1";"MOL";"0";"21";"5";"2";"0";"295.1784";"BASE";"C16H26ClNO4";"COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1.Cl";"GEKNCWBANDDJJL-UHFFFAOYSA-N"
"CHEMBL438497";"NICOTINAMIDE RIBOSIDE";"NICOTINAMIDE RIBONUCLEOSIDE|NICOTINAMIDE RIBOSIDE|RIBOSYLNICOTINAMIDE";"Small molecule";"3";"255.25";"4";"8";"-2.32";"116.89";"5";"4";"0";"3";"N";"0.45";"11.39";"None";"-6.12";"-6.12";"1";"MOL";"0";"18";"7";"5";"0";"255.0975";"NEUTRAL";"C11H15N2O5+";"NC(=O)c1ccc[n+]([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c1";"JLEBZPBDRKPWTD-TURQNECASA-O"
"CHEMBL218490";"DORZOLAMIDE";"DORZANT|DORZOLAMIDE|DORZOLAMIDE, TRANS-(-)-|Dorzolamide|MK-507|TRUSOPT|Trusopt";"Small molecule";"4";"324.45";"47";"606";"0.61";"106.33";"6";"2";"0";"3";"N";"0.85";"8.16";"6.88";"-0.12";"-0.07";"1";"MOL";"0";"19";"6";"3";"0";"324.0272";"NEUTRAL";"C10H16N2O4S3";"CCN[C@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21";"IAVUPMFITXYVAF-XPUUQOCRSA-N"
"CHEMBL1055";"CHLORTHALIDONE";"CHLORTALIDONE|CHLORTALIDONUM|CHLORTHALIDONE|G-33182|Hygroton|NATRIURAN|NSC-69200|PHTHALAMUDINE|Thalitone";"Small molecule";"4";"338.77";"160";"424";"0.92";"109.49";"4";"3";"0";"2";"N";"0.76";"8.76";"None";"1.60";"1.59";"2";"MOL";"0";"22";"6";"4";"0";"338.0128";"NEUTRAL";"C14H11ClN2O4S";"NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl";"JIVPVXMEBJLZRO-UHFFFAOYSA-N"
"CHEMBL2103873";"MACITENTAN";"ACT 064992|ACT-064992|MACITENTAN|OPSUMIT";"Small molecule";"4";"588.28";"12";"77";"3.57";"128.22";"8";"2";"1";"11";"N";"0.33";"7.76";"3.26";"3.69";"3.55";"3";"MOL";"0";"32";"10";"2";"1";"585.9633";"NEUTRAL";"C19H20Br2N6O4S";"CCCNS(=O)(=O)Nc1ncnc(OCCOc2ncc(Br)cn2)c1-c1ccc(Br)cc1";"JGCMEBMXRHSZKX-UHFFFAOYSA-N"
"CHEMBL1237132";"CLEVIDIPINE";"CLEVIDEPINE|CLEVIDEPINE BUTYRATE|CLEVIDIPINE|CLEVIDIPINE BUTYRATE|CLEVIPREX";"Small molecule";"4";"456.32";"8";"23";"4.25";"90.93";"7";"1";"0";"7";"N";"0.48";"None";"None";"4.09";"4.09";"1";"MOL";"0";"30";"7";"1";"0";"455.0902";"NEUTRAL";"C21H23Cl2NO6";"CCCC(=O)OCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl";"KPBZROQVTHLCDU-UHFFFAOYSA-N"
"CHEMBL388590";"BENZBROMARONE";"BENZBROMARON|BENZBROMARONE|BENZPROMARONE|DESURIC|L-2214|MJ 10061|MJ-10061|NARCARICIN MITE|NSC-85433|UROLEAP";"Small molecule";"4";"424.09";"266";"2098";"5.46";"50.44";"3";"1";"1";"3";"N";"0.57";"5.11";"None";"5.55";"3.69";"3";"MOL";"0";"22";"3";"1";"1";"421.9153";"ACID";"C17H12Br2O3";"CCc1oc2ccccc2c1C(=O)c1cc(Br)c(O)c(Br)c1";"WHQCHUCQKNIQEC-UHFFFAOYSA-N"
"CHEMBL2110641";"GUANOCLOR";"GUANOCHLOR|GUANOCLOR|NSC-108163";"Small molecule";"0";"263.13";"";"";"1.36";"83.16";"3";"4";"0";"5";"N";"0.28";"None";"11.22";"1.61";"-0.79";"1";"MOL";"0";"16";"5";"5";"0";"262.0388";"BASE";"C9H12Cl2N4O";"N=C(N)NNCCOc1c(Cl)cccc1Cl";"XIHXRRMCNSMUET-UHFFFAOYSA-N"
"CHEMBL23261";"DARUSENTAN";"DARUSENTAN|Darusentan|HMR-4005|LU-135252";"Small molecule";"3";"410.43";"9";"21";"2.92";"100.00";"7";"1";"0";"9";"N";"0.57";"3.20";"0.83";"4.38";"0.94";"3";"MOL";"0";"30";"8";"1";"0";"410.1478";"ACID";"C22H22N2O6";"COc1cc(OC)nc(O[C@H](C(=O)O)C(OC)(c2ccccc2)c2ccccc2)n1";"FEJVSJIALLTFRP-LJQANCHMSA-N"
"CHEMBL1237119";"TREPROSTINIL";"15-AU-81|15AU81|L-606|LRX -15|LRX-15|RUMODOLIN|Remodulin|TREPROSTINIL|TRESPROSTINIL|TYVASO|UNIPROST|UT-15";"Small molecule";"4";"390.52";"4";"20";"3.58";"86.99";"4";"3";"0";"10";"N";"0.53";"3.76";"None";"4.00";"0.72";"1";"MOL";"0";"28";"5";"3";"0";"390.2406";"ACID";"C23H34O5";"CCCCC[C@H](O)CC[C@@H]1[C@H]2Cc3cccc(OCC(=O)O)c3C[C@H]2C[C@H]1O";"PAJMKGZZBBTTOY-ZFORQUDYSA-N"
"CHEMBL1735";"INDINAVIR SULFATE";"Crixivan|INDINAVIR SULFATE|INDINAVIR SULFATE ETHANOLATE|INDINAVIR SULPHATE|INDINAVIRI SULFAS|L-735,524|L-735524|MK-639|NSC-697197";"Small molecule";"4";"711.88";"22";"49";"2.87";"118.03";"7";"4";"1";"11";"N";"0.26";"13.01";"6.76";"2.81";"2.72";"3";"MOL";"0";"45";"9";"4";"1";"613.3628";"NEUTRAL";"C36H49N5O8S";"CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O.O=S(=O)(O)O";"NUBQKPWHXMGDLP-BDEHJDMKSA-N"
"CHEMBL3545065";"VEROSUDIL";"AR-12286|AR-12286 FREE BASE|VEROSUDIL|Verosudil";"Small molecule";"2";"327.41";"6";"7";"2.83";"65.20";"4";"2";"0";"4";"N";"0.77";"12.39";"6.46";"2.17";"2.12";"3";"MOL";"0";"23";"5";"2";"0";"327.1041";"NEUTRAL";"C17H17N3O2S";"CN(C)C(C(=O)Nc1ccc2c(=O)[nH]ccc2c1)c1ccsc1";"VDYRZXYYQMMFJW-UHFFFAOYSA-N"
"CHEMBL2108866";"STARCH";"BIO-SORB|STARCH";"Oligosaccharide";"4";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";""
"CHEMBL1485";"ARGININE";"ARGININE|Arginine|L-ARGININE|NSC-206269";"Small molecule";"4";"174.20";"53";"164";"-1.34";"125.22";"3";"5";"0";"5";"N";"0.20";"2.41";"12.41";"-3.16";"-4.85";"0";"MOL";"0";"12";"6";"7";"1";"174.1117";"ZWITTERION";"C6H14N4O2";"N=C(N)NCCC[C@H](N)C(=O)O";"ODKSFYDXXFIFQN-BYPYZUCNSA-N"
"CHEMBL1671";"PROPRANOLOL HYDROCHLORIDE";"ANGILOL|APSOLOL|AVLOCARDYL|AY 64043|AY-64043|BEDRANOL|BEDRANOL S.R.|BERKOLOL|BETA-PROGRANE MR|BETADUR CR|CARDINOL|DUPROMEX|HALF BETA-PROGRANE MR|HALF PROPANIX LA|HALF PROPATARD LA|HALF-BEPRANE CR|HALF-BETADUR CR|HALF-INDERAL LA|HEMANGEOL|ICI 45520|ICI-45520|INDERAL LA|INNOPRAN XL|Inderal|Innopran|LEDERPRONOL|LOPRANOL LA|NSC-91523|PROBETA LA|PROPANIX LA|PROPANIX-10|PROPANIX-160|PROPANIX-160 SR|PROPANIX-40|PROPANIX-80|PROPATARD LA|PROPRANOLOL HYDROCHLORIDE|PROPRANOLOL HYDROCHLORIDE INTENSOL|RAPRANOL SR|SLO-BLOK|SLO-PRO|SLOPROLOL|SYPROL|Sagittol|Tesnol";"Small molecule";"4";"295.81";"46";"127";"2.58";"41.49";"3";"2";"0";"6";"N";"0.84";"None";"9.67";"2.58";"0.36";"2";"MOL";"0";"19";"3";"2";"0";"259.1572";"BASE";"C16H22ClNO2";"CC(C)NCC(O)COc1cccc2ccccc12.Cl";"ZMRUPTIKESYGQW-UHFFFAOYSA-N"
"CHEMBL189";"MILRINONE";"MILRILA|MILRINONE|Milrinone|NSC-760072|Primacor|WIN 47,203-2|WIN-47203-2";"Small molecule";"4";"211.22";"174";"715";"1.62";"69.54";"3";"1";"0";"1";"N";"0.78";"7.54";"4.82";"0.33";"0.12";"2";"MOL";"0";"16";"4";"1";"0";"211.0746";"NEUTRAL";"C12H9N3O";"Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1";"PZRHRDRVRGEVNW-UHFFFAOYSA-N"
"CHEMBL1491";"AMLODIPINE";"AMLODIPINE|ASTUDAL 5|CKD-330 COMPONENT AMLODIPINE|HGP-0904|HGP0904|ISTIN|NORVAS|NORVASC";"Small molecule";"4";"408.88";"170";"986";"2.27";"99.88";"7";"2";"0";"8";"N";"0.50";"None";"9.45";"1.64";"-0.37";"1";"MOL";"0";"28";"7";"3";"0";"408.1452";"BASE";"C20H25ClN2O5";"CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl";"HTIQEAQVCYTUBX-UHFFFAOYSA-N"
"CHEMBL2104038";"CILEXETIL";"CILEXETIL";"Small molecule";"3";"186.25";"";"";"2.88";"35.53";"3";"0";"0";"2";"Y";"0.62";"None";"None";"3.11";"3.11";"0";"MOL";"0";"13";"3";"0";"0";"186.1256";"None";"C10H18O3";"CC(C)OC(=O)OC1CCCCC1";"VTDCYOLLYVAJSY-UHFFFAOYSA-N"
"CHEMBL932";"DIPYRIDAMOLE";"ATTIA|B01AC07|CEREBROVASE 100|CEREBROVASE 25|DIPYRIDAMOLE|IV PERSANTINE|MODAPLATE|NSC-515776|OFCRAM PR|PERSANTIN|PERSANTIN RET|PYRIDANTIN|Persantine|RA-8|VASYROL";"Small molecule";"4";"504.64";"283";"993";"-0.02";"145.44";"12";"4";"2";"12";"N";"0.31";"None";"3.54";"1.81";"1.81";"2";"MOL";"0";"36";"12";"4";"2";"504.3173";"NEUTRAL";"C24H40N8O4";"OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1";"IZEKFCXSFNUWAM-UHFFFAOYSA-N"
"CHEMBL1201485";"SOYBEAN OIL";"GLYCINE MAX SEED OIL|INTRALIPID (FRESENIUS)|Intralipid|LIPOSYN (HOSPIRA)|LIPOSYN III|NUTRILIPID (B BRAUN)|Nutrilipid|SOYACAL|SOYBEAN OIL|SOYBEAN OIL, REFINED|TRAVAMULSION";"Small molecule";"4";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";""
"CHEMBL1201627";"INSULIN SUSP ISOPHANE SEMISYNTHETIC PURIFIED HUMAN";"INSULATARD NPH HUMAN|INSULIN SUSP ISOPHANE SEMISYNTHETIC PURIFIED HUMAN|NOVOLIN N";"Protein";"4";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SEQ";"0";"";"";"";"";"";"";"";"";""
"CHEMBL112";"ACETAMINOPHEN";"ABDINE|ACETAMINOPHEN|ALVEDON|ANGIERS|APAP|Acephen|Acetaminophen|BIOCETAMOL|CALPOL|CALPOL SIX PLUS|CALPOL SIX PLUS FASTMELTS|CHILD LEMSIP|CUPANOL|DAFALGAN|DISPROL|DISPROL INFANT|DISPROL JNR|DISPROL PAED|DOLIPRANE|Datril|EFFERALGAN|FENNINGS|GALPAMOL|HEDEX|INFADROPS|Infants' Feverall|Injectapap|JUNIOR PARAPAED|MANDANOL|MEDINOL|MEDINOL FOR CHILDREN|MEDINOL OVER 6|MEDINOL UNDER 6|MEDISED PLAIN|MIRADOL|N-ACETYL-P-AMINOPHENOL|NSC-109028|NSC-3991|Neopap|OFIRMEV|P-HYDROXY-ACETANILID|PALDESIC|PANADOL|PANADOL ACTIFAST|PANADOL ACTIFAST SOLB|PANADOL ADVAN|PANADOL JNR|PANADOL OA|PANALEVE|PANALEVE 6 PLUS|PARACETAMOL|PARACETAMOLUM|PARAMIN|PARAPAED JNR|PARAPAED SIX PLUS|PARAVICT|PERFALGAN|PLACIDEX|Paracetamol|Phenaphen|RIMADOL|SALZONE|TIXYMOL|TRAMIL 500|Tylenol|VERMIDON";"Small molecule";"4";"151.16";"224";"3076";"1.35";"49.33";"2";"2";"0";"1";"Y";"0.60";"9.46";"None";"0.91";"0.90";"1";"MOL";"0";"11";"3";"2";"0";"151.0633";"NEUTRAL";"C8H9NO2";"CC(=O)Nc1ccc(O)cc1";"RZVAJINKPMORJF-UHFFFAOYSA-N"
"CHEMBL561371";"CXA-10";"CXA-10|E-10-NO2-18:1|OA-NO2";"Small molecule";"2";"327.46";"3";"5";"5.71";"80.44";"3";"1";"1";"16";"N";"0.22";"4.99";"None";"5.97";"3.59";"0";"MOL";"0";"23";"5";"1";"1";"327.2410";"ACID";"C18H33NO4";"CCCCCCCC/C(=C\CCCCCCCC(=O)O)[N+](=O)[O-]";"WRADPCFZZWXOTI-BMRADRMJSA-N"
"CHEMBL842";"CHLOROTHIAZIDE";"CHLOROTHIAZIDE|CHLORTHIAZIDE|Chlorothiazide|Diuril|HYDROCHLOROTHIAZIDE IMPURITY, CHLOROTHIAZIDE-|NSC-25693|SALURIC";"Small molecule";"4";"295.73";"39";"138";"-0.06";"118.69";"5";"2";"0";"1";"N";"0.75";"6.49";"None";"-0.31";"-1.00";"1";"MOL";"0";"17";"7";"3";"0";"294.9488";"ACID";"C7H6ClN3O4S2";"NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O";"JBMKAUGHUNFTOL-UHFFFAOYSA-N"
"CHEMBL1201668";"NESIRITIDE";"BNP-32|BRAIN NATRIURETIC PEPTIDE 32|C01DX19|NESIRITIDE|NESIRITIDE RECOMBINANT|Natrecor|Nesiritide Recombinant|Nesiritide recombinant";"Protein";"4";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SEQ";"0";"";"";"";"";"";"";"";"";""
"CHEMBL1480";"FELODIPINE";"C08CA02|CABREN|CARDIOPLEN XL|FELODIPINE|FELOGEN XL|FELOTENS XL|FOLPIK XL|H 154/82|H-154/82|KELOC SR|NEOFEL XL|NSC-760343|PARMID XL|PINEFELD XL|PRESLOW|Plendil|VASCALPHA";"Small molecule";"4";"384.26";"192";"557";"3.96";"64.63";"5";"1";"0";"4";"N";"0.80";"None";"None";"3.44";"3.44";"1";"MOL";"0";"25";"5";"1";"0";"383.0691";"NEUTRAL";"C18H19Cl2NO4";"CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl";"RZTAMFZIAATZDJ-UHFFFAOYSA-N"
"CHEMBL1201011";"QUINAPRIL HYDROCHLORIDE";"ACCUPRO|Accupril|CI 906|CI-906|NSC-758222|QUINAPRIL HCL|QUINAPRIL HYDROCHLORIDE|QUINIL";"Small molecule";"4";"474.99";"14";"22";"2.57";"95.94";"5";"2";"0";"9";"N";"0.58";"3.70";"5.20";"1.96";"0.31";"2";"MOL";"0";"32";"7";"2";"0";"438.2155";"ACID";"C25H31ClN2O5";"CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2ccccc2C[C@H]1C(=O)O.Cl";"IBBLRJGOOANPTQ-JKVLGAQCSA-N"
"CHEMBL33864";"LIPOIC ACID, ALPHA";".ALPHA.-LIPOIC ACID|6,8-THIOCTIC ACID|A-LIPOICUM ACIDUM|ACIDUM THIOCTICUM|ALPHA LIPOIC ACID|ALPHA-LIPOIC ACID|BILETAN|DL-6,8-THIOCTIC ACID|LIPOIC ACID, ALPHA|LIPOIC ACID, DL-|NSC-628502|NSC-90788|THIOCACID|THIOCTACID|THIOCTAN|THIOCTATE|THIOCTIC ACID|THIOCTIC ACID DL-FORM|TIOCTIC ACID";"Small molecule";"4";"206.33";"97";"125";"2.79";"37.30";"3";"1";"0";"5";"N";"0.55";"4.52";"None";"2.11";"-0.68";"0";"MOL";"0";"12";"2";"1";"0";"206.0435";"ACID";"C8H14O2S2";"O=C(O)CCCCC1CCSS1";"AGBQKNBQESQNJD-UHFFFAOYSA-N"
"CHEMBL1761322";"MK-0736";"MK-0736|MK0736";"Small molecule";"2";"469.57";"8";"16";"5.31";"64.85";"5";"0";"1";"7";"N";"0.55";"None";"2.24";"4.27";"4.27";"2";"MOL";"0";"32";"5";"0";"1";"469.2011";"NEUTRAL";"C23H30F3N3O2S";"CCS(=O)(=O)CCCC12CCC(c3nnc(-c4ccccc4C(F)(F)F)n3C)(CC1)CC2";"ORQZQBUNAMJFCY-UHFFFAOYSA-N"
"CHEMBL255863";"NILOTINIB";"AMN 107|AMN-107|AMN107|NILOTINIB|NSC-747599|TASIGNA";"Small molecule";"4";"529.53";"1088";"2623";"6.36";"97.62";"7";"2";"2";"6";"N";"0.27";"12.38";"5.92";"5.36";"5.35";"5";"MOL";"0";"39";"8";"2";"2";"529.1838";"NEUTRAL";"C28H22F3N7O";"Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1";"HHZIURLSWUIHRB-UHFFFAOYSA-N"
"CHEMBL846";"CALCITRIOL";"1,25-DIHYDROXYVITAMIN D3|1,25-HYDROXYLATED VITAMIN D|1ALPHA,25-DIHYDROXYCHOLECALCIFEROL|1ALPHA,25-DIHYDROXYVITAMIN D3|CALCITRIOL|Calcijex|Dihydroxycholecalciferol|Dihydroxyvitamin D 3|RO 21-5535|RO-21-5535|RO-215535|Rocaltrol|SILKIS|Topitriol|VECTICAL";"Small molecule";"4";"416.65";"81";"1076";"5.70";"60.69";"3";"3";"1";"6";"N";"0.52";"None";"None";"4.35";"4.35";"0";"MOL";"0";"30";"3";"3";"1";"416.3290";"NEUTRAL";"C27H44O3";"C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)CCCC(C)(C)O)C[C@@H](O)C[C@@H]1O";"GMRQFYUYWCNGIN-NKMMMXOESA-N"
"CHEMBL681";"ETOMIDATE";"Amidate|ETOMIDATE|HYPNOMIDATE|NSC-759160";"Small molecule";"4";"244.29";"36";"149";"2.67";"44.12";"4";"0";"0";"4";"N";"0.78";"None";"4.25";"2.50";"2.50";"2";"MOL";"0";"18";"4";"0";"0";"244.1212";"NEUTRAL";"C14H16N2O2";"CCOC(=O)c1cncn1[C@H](C)c1ccccc1";"NPUKDXXFDDZOKR-LLVKDONJSA-N"
"CHEMBL1744447";"ROSUVASTATIN CALCIUM";"Crestor|EZALLOR|EZALLOR SPRINKLE|FORTIUS|NSC-747274|NSC-758930|ROSTAR|ROSUVASTATIN (AS CALCIUM)|ROSUVASTATIN CALCIUM|ROSUVASTATIN CALCIUM SALT|ROSUVASTATIN HEMICALCIUM|ROZAVEL|S-4522|SUVIKAN|ZD-4522|ZD-4522 (CALCIUM SALT)|ZD-4522 CALCIUM|ZD4522 (CALCIUM SALT)|ZD4522 CALCIUM";"Small molecule";"4";"1001.15";"12";"57";"2.40";"140.92";"7";"3";"0";"10";"N";"0.47";"4.00";"None";"1.92";"-1.24";"2";"MOL";"0";"33";"9";"3";"0";"481.1683";"ACID";"C44H54CaF2N6O12S2";"CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-].CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-].[Ca+2]";"LALFOYNTGMUKGG-BGRFNVSISA-L"
"CHEMBL1144";"PRAVASTATIN";"C10AA03|PRAVASTATIN|PRAVATOR|Pravachol|Pravastatin";"Small molecule";"4";"424.53";"155";"1448";"2.44";"124.29";"6";"4";"0";"10";"N";"0.40";"4.21";"None";"1.65";"-1.38";"0";"MOL";"0";"30";"7";"4";"0";"424.2461";"ACID";"C23H36O7";"CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21";"TUZYXOIXSAXUGO-PZAWKZKUSA-N"
